Vlen,VdegX,VdegY,VdegZ,IsHole,IsFlange,IsRidge,IsMortise,IsTenon,IsPlane,IsFillet,IsStrut,IsCone,IsBlade,IsDowel,IsBar
91,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
93,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
94,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
96,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
97,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
99,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
100,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
102,5,91,275,0,0,1,0,0,0,0,0,0,0,0,0
103,5,91,274,0,0,1,0,0,0,0,0,0,0,0,0
105,4,91,274,0,0,1,0,0,0,0,0,0,0,0,0
106,4,91,274,0,0,1,0,0,0,0,0,0,0,0,0
108,4,91,274,0,0,1,0,0,0,0,0,0,0,0,0
4,99,90,351,0,0,1,0,0,0,0,0,0,0,0,0
54,177,90,273,0,0,1,0,0,0,0,0,0,0,0,0
52,176,90,274,0,0,1,0,0,0,0,0,0,0,0,0
51,177,90,273,0,0,1,0,0,0,0,0,0,0,0,0
49,176,90,274,0,0,1,0,0,0,0,0,0,0,0,0
48,176,90,274,0,0,1,0,0,0,0,0,0,0,0,0
46,175,90,275,0,0,1,0,0,0,0,0,0,0,0,0
45,176,90,274,0,0,1,0,0,0,0,0,0,0,0,0
43,175,90,275,0,0,1,0,0,0,0,0,0,0,0,0
42,176,90,274,0,0,1,0,0,0,0,0,0,0,0,0
40,175,90,275,0,0,1,0,0,0,0,0,0,0,0,0
39,176,90,274,0,0,1,0,0,0,0,0,0,0,0,0
38,174,90,276,0,0,1,0,0,0,0,0,0,0,0,0
36,175,90,275,0,0,1,0,0,0,0,0,0,0,0,0
35,174,90,276,0,0,1,0,0,0,0,0,0,0,0,0
33,175,90,275,0,0,1,0,0,0,0,0,0,0,0,0
32,173,90,277,0,0,1,0,0,0,0,0,0,0,0,0
30,174,90,276,0,0,1,0,0,0,0,0,0,0,0,0
29,173,90,277,0,0,1,0,0,0,0,0,0,0,0,0
27,174,90,276,0,0,1,0,0,0,0,0,0,0,0,0
26,172,90,278,0,0,1,0,0,0,0,0,0,0,0,0
24,173,90,277,0,0,1,0,0,0,0,0,0,0,0,0
23,171,90,279,0,0,1,0,0,0,0,0,0,0,0,0
21,172,90,278,0,0,1,0,0,0,0,0,0,0,0,0
20,169,90,281,0,0,1,0,0,0,0,0,0,0,0,0
18,170,90,280,0,0,1,0,0,0,0,0,0,0,0,0
17,167,90,283,0,0,1,0,0,0,0,0,0,0,0,0
15,168,90,282,0,0,1,0,0,0,0,0,0,0,0,0
14,165,90,285,0,0,1,0,0,0,0,0,0,0,0,0
12,166,90,284,0,0,1,0,0,0,0,0,0,0,0,0
11,160,90,290,0,0,1,0,0,0,0,0,0,0,0,0
9,161,90,289,0,0,1,0,0,0,0,0,0,0,0,0
8,153,90,297,0,0,1,0,0,0,0,0,0,0,0,0
6,152,90,298,0,0,1,0,0,0,0,0,0,0,0,0
6,140,90,310,0,0,1,0,0,0,0,0,0,0,0,0
4,132,90,318,0,0,1,0,0,0,0,0,0,0,0,0
4,110,90,340,0,0,1,0,0,0,0,0,0,0,0,0
3,84,90,354,0,0,1,0,0,0,0,0,0,0,0,0
4,66,90,336,0,0,1,0,0,0,0,0,0,0,0,0
4,42,90,312,0,0,1,0,0,0,0,0,0,0,0,0
