Vlen,VdegX,VdegY,VdegZ,IsHole,IsFlange,IsRidge,IsMortise,IsTenon,IsPlane,IsFillet,IsStrut,IsCone,IsBlade,IsDowel,IsBar
41,90,103,347,0,0,0,1,0,0,0,0,0,0,0,0
41,84,102,347,0,0,0,1,0,0,0,0,0,0,0,0
40,90,99,351,0,0,0,1,0,0,0,0,0,0,0,0
41,84,98,350,0,0,0,1,0,0,0,0,0,0,0,0
40,90,95,355,0,0,0,1,0,0,0,0,0,0,0,0
40,84,94,353,0,0,0,1,0,0,0,0,0,0,0,0
40,90,90,359,0,0,0,1,0,0,0,0,0,0,0,0
40,84,90,354,0,0,0,1,0,0,0,0,0,0,0,0
40,90,86,356,0,0,0,1,0,0,0,0,0,0,0,0
40,84,85,352,0,0,0,1,0,0,0,0,0,0,0,0
40,90,82,352,0,0,0,1,0,0,0,0,0,0,0,0
41,84,81,349,0,0,0,1,0,0,0,0,0,0,0,0
41,90,78,348,0,0,0,1,0,0,0,0,0,0,0,0
41,84,77,346,0,0,0,1,0,0,0,0,0,0,0,0
42,90,74,344,0,0,0,1,0,0,0,0,0,0,0,0
42,84,73,342,0,0,0,1,0,0,0,0,0,0,0,0
43,90,70,340,0,0,0,1,0,0,0,0,0,0,0,0
43,84,69,338,0,0,0,1,0,0,0,0,0,0,0,0
44,90,66,336,0,0,0,1,0,0,0,0,0,0,0,0
44,85,65,335,0,0,0,1,0,0,0,0,0,0,0,0
45,90,63,333,0,0,0,1,0,0,0,0,0,0,0,0
46,85,62,331,0,0,0,1,0,0,0,0,0,0,0,0
46,90,59,329,0,0,0,1,0,0,0,0,0,0,0,0
47,85,59,328,0,0,0,1,0,0,0,0,0,0,0,0
27,81,90,351,0,0,0,1,0,0,0,0,0,0,0,0
20,65,129,310,0,0,0,1,0,0,0,0,0,0,0,0
19,63,123,315,0,0,0,1,0,0,0,0,0,0,0,0
18,62,122,315,0,0,0,1,0,0,0,0,0,0,0,0
17,61,115,320,0,0,0,1,0,0,0,0,0,0,0,0
17,60,113,320,0,0,0,1,0,0,0,0,0,0,0,0
16,59,105,324,0,0,0,1,0,0,0,0,0,0,0,0
16,58,103,324,0,0,0,1,0,0,0,0,0,0,0,0
16,57,95,327,0,0,0,1,0,0,0,0,0,0,0,0
16,57,92,326,0,0,0,1,0,0,0,0,0,0,0,0
16,57,84,327,0,0,0,1,0,0,0,0,0,0,0,0
16,57,81,326,0,0,0,1,0,0,0,0,0,0,0,0
17,59,74,324,0,0,0,1,0,0,0,0,0,0,0,0
16,59,71,322,0,0,0,1,0,0,0,0,0,0,0,0
18,61,64,319,0,0,0,1,0,0,0,0,0,0,0,0
18,61,62,317,0,0,0,1,0,0,0,0,0,0,0,0
19,63,56,314,0,0,0,1,0,0,0,0,0,0,0,0
19,64,54,312,0,0,0,1,0,0,0,0,0,0,0,0
21,66,49,310,0,0,0,1,0,0,0,0,0,0,0,0
21,66,47,308,0,0,0,1,0,0,0,0,0,0,0,0
23,68,44,305,0,0,0,1,0,0,0,0,0,0,0,0
23,68,42,304,0,0,0,1,0,0,0,0,0,0,0,0
